DT,WEEK,CITY,SPOC,ORDERS_TOTAL,IGCC,inc_%
2026-03-21,12,Jaipur,CX,3324,11,0.33%
2026-03-21,12,Ranchi,Pod,747,4,0.54%
2026-03-21,12,Kolhapur,CX,295,1,0.34%
2026-03-21,12,Hubli,Sourcing,421,1,0.24%
2026-03-21,12,Faridabad,WH,1687,1,0.06%
2026-03-21,12,Anantapur,CX,438,1,0.23%
2026-03-21,12,Vadodara,CX,1310,5,0.38%
2026-03-21,12,Kakinada,Pod,394,3,0.76%
2026-03-21,12,Indore,Pod,1785,24,1.34%
2026-03-21,12,Chennai,Sourcing,30712,42,0.14%
2026-03-21,12,Roorkee,Pod,169,1,0.59%
2026-03-21,12,Erode,CX,461,1,0.22%
2026-03-21,12,Bhubaneswar,Sourcing,3912,3,0.08%
2026-03-21,12,Ahmedabad,Sourcing,5975,7,0.12%
2026-03-21,12,Mathura,WH,138,1,0.72%
2026-03-21,12,Raipur,Pod,577,5,0.87%
2026-03-21,12,Rajkot,Sourcing,635,1,0.16%
2026-03-21,12,Dehradun,Sourcing,1460,1,0.07%
2026-03-21,12,Jamshedpur,CX,508,3,0.59%
2026-03-21,12,Muzaffarpur,CX,149,1,0.67%
2026-03-21,12,Rudrapur,WH,142,1,0.70%
2026-03-21,12,Kollam,Sourcing,1083,1,0.09%
2026-03-21,12,Karur,CX,378,1,0.26%
2026-03-21,12,Belgaum,Pod,483,1,0.21%
2026-03-21,12,Guwahati,CX,1237,5,0.40%
2026-03-21,12,Agra,Sourcing,254,1,0.39%
2026-03-21,12,Karimnagar,CX,410,3,0.73%
2026-03-21,12,Pune,Pod,24300,223,0.92%
2026-03-21,12,Jhansi,Sourcing,170,1,0.59%
2026-03-21,12,Vadodara,Pod,1310,11,0.84%
2026-03-21,12,Kurnool,Pod,745,8,1.07%
2026-03-21,12,Rohtak,Pod,332,1,0.30%
2026-03-21,12,Surat,WH,1429,2,0.14%
2026-03-21,12,Jodhpur,CX,239,1,0.42%
2026-03-21,12,Gwalior,CX,452,1,0.22%
2026-03-21,12,Pondicherry,CX,1283,3,0.23%
2026-03-21,12,Bhimavaram,CX,92,1,1.09%
2026-03-21,12,Sri Ganganagar,Sourcing,252,1,0.40%
2026-03-21,12,Vijayawada,Pod,2110,15,0.71%
2026-03-21,12,Noida 1,CX,8597,17,0.20%
2026-03-21,12,Vizag,CX,2772,8,0.29%
2026-03-21,12,Lucknow,Sourcing,3041,10,0.33%
2026-03-21,12,Chennai,WH,30712,20,0.07%
2026-03-21,12,Tirunelveli,Pod,684,4,0.58%
2026-03-21,12,Indore,CX,1785,7,0.39%
2026-03-21,12,Chandigarh,Sourcing,6040,12,0.20%
2026-03-21,12,Manipal,Sourcing,843,2,0.24%
2026-03-21,12,Central Goa,Pod,4741,42,0.89%
2026-03-21,12,Mysore,WH,2649,3,0.11%
2026-03-21,12,Thiruvalla,Pod,378,1,0.26%
2026-03-21,12,Tumakuru,Pod,317,1,0.32%
2026-03-21,12,Rajkot,Pod,635,3,0.47%
2026-03-21,12,Khammam,CX,538,2,0.37%
2026-03-21,12,Bhopal,Sourcing,1016,3,0.30%
2026-03-21,12,Bangalore,,81592,1,0.00%
2026-03-21,12,Rajahmundry,Pod,379,5,1.32%
2026-03-21,12,Bhopal,CX,1016,3,0.30%
2026-03-21,12,Vijayawada,WH,2110,5,0.24%
2026-03-21,12,Bhubaneswar,Pod,3912,18,0.46%
2026-03-21,12,Patiala,Sourcing,480,1,0.21%
2026-03-21,12,Lucknow,WH,3041,5,0.16%
2026-03-21,12,Manipal,WH,843,1,0.12%
2026-03-21,12,Thoothukudi,WH,629,1,0.16%
2026-03-21,12,Kozhikode,Sourcing,1879,4,0.21%
2026-03-21,12,Kottayam,Pod,540,3,0.56%
2026-03-21,12,Vadodara,Sourcing,1310,2,0.15%
2026-03-21,12,Bhimavaram,Pod,92,1,1.09%
2026-03-21,12,Hyderabad,,44230,1,0.00%
2026-03-21,12,Udaipur,Sourcing,646,3,0.46%
2026-03-21,12,Warangal,WH,1018,1,0.10%
2026-03-21,12,Warangal,CX,1018,4,0.39%
2026-03-21,12,Vizag,Pod,2772,12,0.43%
2026-03-21,12,Bangalore,Sourcing,81592,286,0.35%
2026-03-21,12,Coimbatore,CX,4302,16,0.37%
2026-03-21,12,Hyderabad,CX,44230,209,0.47%
2026-03-21,12,Pune,CX,24300,79,0.33%
2026-03-21,12,Varanasi,Pod,1161,13,1.12%
2026-03-21,12,Nanded,Pod,113,1,0.89%
2026-03-21,12,Surat,CX,1429,6,0.42%
2026-03-21,12,Noida,CX,2955,5,0.17%
2026-03-21,12,Ajmer,Pod,194,1,0.52%
2026-03-21,12,Dehradun,CX,1460,3,0.21%
2026-03-21,12,Pune,WH,24300,15,0.06%
2026-03-21,12,Patiala,Pod,480,5,1.04%
2026-03-21,12,Guntur,Pod,1279,6,0.47%
2026-03-21,12,Hyderabad,Sourcing,44230,27,0.06%
2026-03-21,12,Raipur,WH,577,2,0.35%
2026-03-21,12,Dehradun,Pod,1460,9,0.62%
2026-03-21,12,Mangaluru,Pod,2776,16,0.58%
2026-03-21,12,Ujjain,Pod,339,4,1.18%
2026-03-21,12,Gurgaon,CX,11413,27,0.24%
2026-03-21,12,Chennai,CX,30712,70,0.23%
2026-03-21,12,Kolkata,Pod,13277,59,0.44%
2026-03-21,12,Gurgaon,Sourcing,11413,33,0.29%
2026-03-21,12,Kollam,Pod,1083,2,0.18%
2026-03-21,12,Sonipat,Sourcing,125,1,0.80%
2026-03-21,12,Mumbai,WH,34593,24,0.07%
2026-03-21,12,Bangalore,WH,81592,72,0.09%
2026-03-21,12,Kolkata,CX,13277,32,0.24%
2026-03-21,12,Kannur,CX,248,1,0.40%
2026-03-21,12,Coimbatore,WH,4302,1,0.02%
2026-03-21,12,Salem,CX,930,1,0.11%
2026-03-21,12,Patna,CX,2416,9,0.37%
2026-03-21,12,Varanasi,CX,1161,2,0.17%
2026-03-21,12,Silchar,Pod,512,4,0.78%
2026-03-21,12,Jabalpur,Pod,379,3,0.79%
2026-03-21,12,Tirupur,CX,695,4,0.58%
2026-03-21,12,Kochi,Sourcing,10210,3,0.03%
2026-03-21,12,Coimbatore,Sourcing,4302,4,0.09%
2026-03-21,12,Noida,WH,2955,1,0.03%
2026-03-21,12,Erode,Pod,461,1,0.22%
2026-03-21,12,Thiruvananthapuram,WH,5923,2,0.03%
2026-03-21,12,Pondicherry,Pod,1283,4,0.31%
2026-03-21,12,Moradabad,CX,347,3,0.86%
2026-03-21,12,Tirupur,Pod,695,2,0.29%
2026-03-21,12,Aligarh,Pod,193,2,1.04%
2026-03-21,12,Salem,Pod,930,3,0.32%
2026-03-21,12,Warangal,Sourcing,1018,2,0.20%
2026-03-21,12,Chandigarh,CX,6040,15,0.25%
2026-03-21,12,Hyderabad,WH,44230,34,0.08%
2026-03-21,12,Noida,Sourcing,2955,15,0.51%
2026-03-21,12,Chandigarh,Pod,6040,33,0.55%
2026-03-21,12,Indore,Sourcing,1785,4,0.22%
2026-03-21,12,Karimnagar,Pod,410,8,1.95%
2026-03-21,12,Delhi,WH,20955,9,0.04%
2026-03-21,12,Jodhpur,Pod,239,6,2.51%
2026-03-21,12,Guntur,Sourcing,1279,3,0.23%
2026-03-21,12,Mangaluru,CX,2776,6,0.22%
2026-03-21,12,Ujjain,CX,339,2,0.59%
2026-03-21,12,Rajahmundry,CX,379,1,0.26%
2026-03-21,12,Kurukshetra,Sourcing,135,1,0.74%
2026-03-21,12,Delhi,Pod,20955,172,0.82%
2026-03-21,12,Sonipat,Pod,125,1,0.80%
2026-03-21,12,Chennai,Pod,30712,222,0.72%
2026-03-21,12,Gurgaon,Pod,11413,106,0.93%
2026-03-21,12,Bangalore,CX,81592,150,0.18%
2026-03-21,12,Mumbai,CX,34593,65,0.19%
2026-03-21,12,Aurangabad,Pod,433,5,1.15%
2026-03-21,12,Bilaspur,Pod,176,1,0.57%
2026-03-21,12,Nagpur,CX,1120,2,0.18%
2026-03-21,12,Rajkot,CX,635,2,0.32%
2026-03-21,12,Vadodara,WH,1310,1,0.08%
2026-03-21,12,Nizamabad,Pod,120,1,0.83%
2026-03-21,12,Udaipur,WH,646,1,0.15%
2026-03-21,12,Ranchi,CX,747,5,0.67%
2026-03-21,12,Trichy,Pod,1152,4,0.35%
2026-03-21,12,Pune,Sourcing,24300,36,0.15%
2026-03-21,12,Pondicherry,Sourcing,1283,2,0.16%
2026-03-21,12,Nizamabad,CX,120,1,0.83%
2026-03-21,12,Roorkee,CX,169,1,0.59%
2026-03-21,12,Thanjavur,Sourcing,727,2,0.28%
2026-03-21,12,Kozhikode,WH,1879,1,0.05%
2026-03-21,12,Ludhiana,CX,1179,1,0.08%
2026-03-21,12,Guntur,CX,1279,1,0.08%
2026-03-21,12,Mysore,Pod,2649,15,0.57%
2026-03-21,12,Udaipur,CX,646,2,0.31%
2026-03-21,12,Indore,WH,1785,1,0.06%
2026-03-21,12,Nashik,Sourcing,654,3,0.46%
2026-03-21,12,Meerut,Sourcing,566,3,0.53%
2026-03-21,12,Jaipur,Sourcing,3324,1,0.03%
2026-03-21,12,Amravati,Pod,171,1,0.58%
2026-03-21,12,Noida 1,WH,8597,10,0.12%
2026-03-21,12,Karnal,Sourcing,145,1,0.69%
2026-03-22,12,Vizag,Pod,3067,31,1.01%
2026-03-22,12,Guntur,CX,1474,13,0.88%
2026-03-22,12,Guntur,Sourcing,1474,8,0.54%
2026-03-22,12,Ambala,Pod,305,1,0.33%
2026-03-22,12,Pondicherry,CX,1189,6,0.50%
2026-03-22,12,Dehradun,Pod,1464,6,0.41%
2026-03-22,12,Gurgaon,WH,10706,10,0.09%
2026-03-22,12,Indore,Sourcing,2176,7,0.32%
2026-03-22,12,Noida 1,Sourcing,8254,33,0.40%
2026-03-22,12,Nagercoil,Sourcing,385,1,0.26%
2026-03-22,12,Jabalpur,Sourcing,301,2,0.66%
2026-03-22,12,Eluru,Pod,132,2,1.52%
2026-03-22,12,Nagpur,CX,1264,4,0.32%
2026-03-22,12,Tirupati,CX,1370,6,0.44%
2026-03-22,12,Aurangabad,Pod,409,3,0.73%
2026-03-22,12,Ajmer,CX,256,1,0.39%
2026-03-22,12,Pondicherry,Pod,1189,5,0.42%
2026-03-22,12,Mysore,WH,2856,4,0.14%
2026-03-22,12,Kochi,Pod,10644,41,0.39%
2026-03-22,12,Kochi,Sourcing,10644,25,0.23%
2026-03-22,12,Chennai,WH,27714,23,0.08%
2026-03-22,12,Bhubaneswar,CX,3980,9,0.23%
2026-03-22,12,Thrissur,Pod,2660,2,0.08%
2026-03-22,12,Nashik,Pod,538,2,0.37%
2026-03-22,12,Kollam,Pod,1089,3,0.28%
2026-03-22,12,Surat,Sourcing,1678,3,0.18%
2026-03-22,12,Jamshedpur,CX,530,2,0.38%
2026-03-22,12,Bhubaneswar,Pod,3980,14,0.35%
2026-03-22,12,Ranchi,Pod,952,5,0.53%
2026-03-22,12,Kota,Pod,488,2,0.41%
2026-03-22,12,Noida 1,CX,8254,19,0.23%
2026-03-22,12,Coimbatore,Sourcing,4111,5,0.12%
2026-03-22,12,Meerut,Sourcing,559,2,0.36%
2026-03-22,12,Jhansi,Pod,151,2,1.32%
2026-03-22,12,Pondicherry,Sourcing,1189,1,0.08%
2026-03-22,12,Rajkot,CX,676,3,0.44%
2026-03-22,12,Vijayawada,WH,2410,3,0.12%
2026-03-22,12,Gwalior,Sourcing,505,1,0.20%
2026-03-22,12,Manipal,Pod,938,2,0.21%
2026-03-22,12,Bilaspur,CX,172,1,0.58%
2026-03-22,12,Bhopal,Pod,1329,4,0.30%
2026-03-22,12,Hyderabad,CX,45485,185,0.41%
2026-03-22,12,Warangal,Sourcing,1167,3,0.26%
2026-03-22,12,Ahmednagar,WH,77,1,1.30%
2026-03-22,12,Tirupur,WH,644,1,0.16%
2026-03-22,12,Agra,Sourcing,330,3,0.91%
2026-03-22,12,Agra,Pod,330,3,0.91%
2026-03-22,12,Coimbatore,CX,4111,14,0.34%
2026-03-22,12,Central Goa,CX,4943,11,0.22%
2026-03-22,12,Jodhpur,Pod,274,3,1.09%
2026-03-22,12,Jaipur,WH,3668,3,0.08%
2026-03-22,12,Alappuzha,Pod,425,1,0.24%
2026-03-22,12,Vizag,CX,3067,6,0.20%
2026-03-22,12,Chandigarh,WH,5849,1,0.02%
2026-03-22,12,Kakinada,Sourcing,473,3,0.63%
2026-03-22,12,Kakinada,CX,473,1,0.21%
2026-03-22,12,Salem,CX,946,4,0.42%
2026-03-22,12,Guwahati,Sourcing,1261,6,0.48%
2026-03-22,12,Thiruvananthapuram,CX,5687,6,0.11%
2026-03-22,12,Muzaffarpur,Sourcing,191,1,0.52%
2026-03-22,12,Siliguri,CX,371,1,0.27%
2026-03-22,12,Aurangabad,CX,409,2,0.49%
2026-03-22,12,Vizianagaram,Sourcing,104,1,0.96%
2026-03-22,12,Nellore,Sourcing,490,3,0.61%
2026-03-22,12,Central Goa,Pod,4943,16,0.32%
2026-03-22,12,Trichy,Pod,1093,3,0.27%
2026-03-22,12,Jaipur,Pod,3668,15,0.41%
2026-03-22,12,Vadodara,WH,1500,2,0.13%
2026-03-22,12,Chennai,Pod,27714,152,0.55%
2026-03-22,12,Agra,CX,330,2,0.61%
2026-03-22,12,Kochi,CX,10644,10,0.09%
2026-03-22,12,Jamshedpur,Sourcing,530,2,0.38%
2026-03-22,12,Bikaner,CX,154,1,0.65%
2026-03-22,12,Kottayam,Pod,620,1,0.16%
2026-03-22,12,Ujjain,Pod,322,4,1.24%
2026-03-22,12,Cuttack,Sourcing,378,1,0.26%
2026-03-22,12,Gurgaon,Pod,10706,123,1.15%
2026-03-22,12,Bhopal,Sourcing,1329,4,0.30%
2026-03-22,12,Khammam,Sourcing,588,2,0.34%
2026-03-22,12,Surat,WH,1678,1,0.06%
2026-03-22,12,Bangalore,Sourcing,71316,236,0.33%
2026-03-22,12,Madurai,Sourcing,1352,5,0.37%
2026-03-22,12,Jaipur,Sourcing,3668,10,0.27%
2026-03-22,12,Hyderabad,Sourcing,45485,177,0.39%
2026-03-22,12,Tirunelveli,WH,594,4,0.67%
2026-03-22,12,Thanjavur,CX,632,1,0.16%
2026-03-22,12,Rohtak,CX,376,1,0.27%
2026-03-22,12,Roorkee,Pod,211,3,1.42%
2026-03-22,12,Lucknow,CX,2986,5,0.17%
2026-03-22,12,Kurnool,Pod,830,9,1.08%
2026-03-22,12,Mysore,Pod,2856,18,0.63%
2026-03-22,12,Bathinda,CX,165,1,0.61%
2026-03-22,12,Ahmedabad,WH,6506,5,0.08%
2026-03-22,12,Kollam,CX,1089,1,0.09%
2026-03-22,12,Noida,Sourcing,2854,16,0.56%
2026-03-22,12,Noida,Pod,2854,15,0.53%
2026-03-22,12,Kollam,Sourcing,1089,1,0.09%
2026-03-22,12,Aurangabad,Sourcing,409,1,0.24%
2026-03-22,12,Siliguri,Pod,371,5,1.35%
2026-03-22,12,Chandigarh,Pod,5849,26,0.44%
2026-03-22,12,Cuttack,Pod,378,1,0.26%
2026-03-22,12,Panipat,CX,312,2,0.64%
2026-03-22,12,Hyderabad,,45485,1,0.00%
2026-03-22,12,Indore,Pod,2176,11,0.51%
2026-03-22,12,Mangaluru,WH,2778,2,0.07%
2026-03-22,12,Ahmedabad,Sourcing,6506,21,0.32%
2026-03-22,12,Delhi,Sourcing,19241,58,0.30%
2026-03-22,12,Kolkata,WH,11029,2,0.02%
2026-03-22,12,Meerut,Pod,559,5,0.89%
2026-03-22,12,Patna,Sourcing,2556,8,0.31%
2026-03-22,12,Dibrugarh,Pod,416,11,2.64%
2026-03-22,12,Khammam,CX,588,9,1.53%
2026-03-22,12,Mangaluru,Pod,2778,28,1.01%
2026-03-22,12,Hyderabad,Pod,45485,480,1.06%
2026-03-22,12,Mumbai,CX,35360,43,0.12%
2026-03-22,12,Ahmedabad,Pod,6506,75,1.15%
2026-03-22,12,Kozhikode,Pod,1767,6,0.34%
2026-03-22,12,Nellore,WH,490,1,0.20%
2026-03-22,12,Moradabad,Pod,297,2,0.67%
2026-03-22,12,Ongole,CX,88,1,1.14%
2026-03-22,12,Dehradun,Sourcing,1464,3,0.20%
2026-03-22,12,Roorkee,CX,211,1,0.47%
2026-03-22,12,Meerut,CX,559,2,0.36%
2026-03-22,12,Rajkot,Pod,676,6,0.89%
2026-03-22,12,Bhimavaram,CX,74,1,1.35%
2026-03-22,12,Noida 1,WH,8254,6,0.07%
2026-03-22,12,Panipat,Pod,312,15,4.81%
2026-03-22,12,Gurgaon,CX,10706,30,0.28%
2026-03-22,12,Nellore,Pod,490,6,1.22%
2026-03-22,12,Patiala,Pod,541,3,0.55%
2026-03-22,12,Kanchipuram,Sourcing,321,1,0.31%
2026-03-22,12,Guntur,WH,1474,2,0.14%
2026-03-22,12,Varanasi,CX,1337,4,0.30%
2026-03-22,12,Gurgaon,Sourcing,10706,33,0.31%
2026-03-22,12,Ludhiana,Pod,1238,2,0.16%
2026-03-22,12,Anantapur,Pod,492,1,0.20%
2026-03-22,12,Bathinda,Pod,165,1,0.61%
2026-03-22,12,Ranchi,CX,952,1,0.11%
2026-03-22,12,Kozhikode,CX,1767,3,0.17%
2026-03-22,12,Vijayawada,CX,2410,13,0.54%
2026-03-22,12,Mangaluru,CX,2778,7,0.25%
2026-03-22,12,Thiruvananthapuram,WH,5687,4,0.07%
2026-03-22,12,Jaipur,CX,3668,9,0.25%
2026-03-22,12,Bilaspur,WH,172,1,0.58%
2026-03-22,12,Thiruvallur,Pod,288,1,0.35%
2026-03-22,12,Kolhapur,Pod,316,1,0.32%
2026-03-22,12,Tirupur,Pod,644,3,0.47%
2026-03-22,12,Thiruvallur,CX,288,2,0.69%
2026-03-22,12,Central Goa,WH,4943,2,0.04%
2026-03-22,12,Warangal,CX,1167,4,0.34%
2026-03-22,12,Varanasi,Pod,1337,16,1.20%
2026-03-22,12,Shivamogga,Pod,419,6,1.43%
2026-03-22,12,Bhilai,Pod,153,3,1.96%
2026-03-22,12,Silchar,Pod,526,2,0.38%
2026-03-22,12,Kozhikode,WH,1767,1,0.06%
2026-03-22,12,Kota,CX,488,2,0.41%
2026-03-22,12,Vellore,WH,809,1,0.12%
2026-03-22,12,Guntur,Pod,1474,7,0.47%
2026-03-22,12,Davanagere,CX,205,1,0.49%
2026-03-22,12,Hubli,WH,416,1,0.24%
2026-03-22,12,Patna,CX,2556,11,0.43%
2026-03-22,12,Kolhapur,CX,316,2,0.63%
2026-03-22,12,Kota,Sourcing,488,1,0.20%
2026-03-22,12,Tumakuru,Pod,450,1,0.22%
2026-03-22,12,Vijayawada,Pod,2410,14,0.58%
2026-03-22,12,Noida,WH,2854,2,0.07%
2026-03-22,12,Mumbai,WH,35360,24,0.07%
2026-03-22,12,Indore,CX,2176,9,0.41%
2026-03-22,12,Hubli,Sourcing,416,1,0.24%
2026-03-22,12,Allahabad,CX,216,1,0.46%
2026-03-22,12,Trichy,CX,1093,1,0.09%
2026-03-22,12,Guwahati,Pod,1261,25,1.98%
2026-03-22,12,Anantapur,Sourcing,492,2,0.41%
2026-03-22,12,Tirunelveli,Pod,594,6,1.01%
2026-03-22,12,Davanagere,Sourcing,205,1,0.49%
2026-03-22,12,Lucknow,Pod,2986,13,0.44%
2026-03-22,12,Jabalpur,Pod,301,4,1.33%
2026-03-22,12,Anand,Pod,116,1,0.86%
2026-03-22,12,Bangalore,CX,71316,172,0.24%
2026-03-22,12,Central Goa,Sourcing,4943,14,0.28%
2026-03-22,12,Karnal,Sourcing,162,2,1.23%
2026-03-22,12,Chandigarh,Sourcing,5849,22,0.38%
2026-03-22,12,Vadodara,Sourcing,1500,3,0.20%
2026-03-22,12,Rajkot,WH,676,1,0.15%
2026-03-22,12,Tumakuru,Sourcing,450,1,0.22%
2026-03-22,12,Pune,WH,22904,12,0.05%
2026-03-22,12,Ahmednagar,Sourcing,77,1,1.30%
2026-03-22,12,Karimnagar,Sourcing,456,3,0.66%
2026-03-22,12,Ludhiana,Sourcing,1238,2,0.16%
2026-03-22,12,Sri Ganganagar,Pod,300,4,1.33%
2026-03-22,12,Udaipur,Pod,751,5,0.67%
2026-03-22,12,Thiruvananthapuram,Sourcing,5687,11,0.19%
2026-03-22,12,Cuttack,CX,378,1,0.26%
2026-03-22,12,Muzaffarpur,CX,191,1,0.52%
2026-03-22,12,Amravati,CX,196,3,1.53%
2026-03-22,12,Belgaum,Pod,508,2,0.39%
2026-03-22,12,Jodhpur,CX,274,1,0.37%
2026-03-22,12,Jodhpur,WH,274,1,0.37%
2026-03-22,12,Vadodara,CX,1500,2,0.13%
2026-03-22,12,Varanasi,WH,1337,4,0.30%
2026-03-22,12,Amritsar,Pod,443,2,0.45%
2026-03-22,12,Aligarh,Sourcing,195,1,0.51%
2026-03-22,12,Rajahmundry,CX,435,1,0.23%
2026-03-22,12,Faridabad,Pod,1927,14,0.73%
2026-03-22,12,Nagpur,Sourcing,1264,4,0.32%
2026-03-22,12,Bhimavaram,Pod,74,1,1.35%
2026-03-22,12,Bangalore,Pod,71316,565,0.79%
2026-03-22,12,Latur,Pod,144,1,0.69%
2026-03-22,12,Manipal,CX,938,2,0.21%
2026-03-22,12,Dibrugarh,CX,416,2,0.48%
2026-03-22,12,Nagpur,Pod,1264,11,0.87%
2026-03-22,12,Erode,Pod,389,1,0.26%
2026-03-22,12,Ahmedabad,CX,6506,26,0.40%
2026-03-22,12,Mangaluru,Sourcing,2778,8,0.29%
2026-03-22,12,Rohtak,Pod,376,4,1.06%
2026-03-22,12,Vadodara,Pod,1500,5,0.33%
2026-03-22,12,Coimbatore,Pod,4111,30,0.73%
2026-03-22,12,Hyderabad,WH,45485,48,0.11%
2026-03-22,12,Sonipat,Pod,147,3,2.04%
2026-03-22,12,Palakkad,Sourcing,435,1,0.23%
2026-03-22,12,Khammam,Pod,588,1,0.17%
2026-03-22,12,Chennai,Sourcing,27714,115,0.42%
2026-03-22,12,Allahabad,Pod,216,3,1.39%
2026-03-22,12,Patna,Pod,2556,36,1.41%
2026-03-22,12,Thanjavur,Pod,632,5,0.79%
2026-03-22,12,Bangalore,WH,71316,67,0.09%
2026-03-22,12,Jalandhar,CX,295,1,0.34%
2026-03-22,12,Mysore,CX,2856,8,0.28%
2026-03-22,12,Lucknow,Sourcing,2986,5,0.17%
2026-03-22,12,Faridabad,CX,1927,7,0.36%
2026-03-22,12,Warangal,Pod,1167,12,1.03%
2026-03-22,12,Raipur,Pod,647,7,1.08%
2026-03-22,12,Karimnagar,CX,456,4,0.88%
2026-03-22,12,Muzaffarpur,Pod,191,3,1.57%
2026-03-22,12,Ongole,Sourcing,88,2,2.27%
2026-03-22,12,Kanpur,Pod,570,1,0.18%
2026-03-22,12,Delhi,Pod,19241,208,1.08%
2026-03-22,12,Madurai,CX,1352,2,0.15%
2026-03-22,12,Kurnool,CX,830,2,0.24%
2026-03-22,12,Noida 1,Pod,8254,90,1.09%
2026-03-22,12,Vizag,Sourcing,3067,12,0.39%
2026-03-22,12,Pune,CX,22904,73,0.32%
2026-03-22,12,Bilaspur,Pod,172,1,0.58%
2026-03-22,12,Vellore,Pod,809,3,0.37%
2026-03-22,12,Pune,Pod,22904,244,1.07%
2026-03-22,12,Guwahati,CX,1261,5,0.40%
2026-03-22,12,Rajahmundry,Pod,435,3,0.69%
2026-03-22,12,Nagpur,WH,1264,2,0.16%
2026-03-22,12,Surat,CX,1678,2,0.12%
2026-03-22,12,Jalandhar,Pod,295,1,0.34%
2026-03-22,12,Pune,Sourcing,22904,60,0.26%
2026-03-22,12,Varanasi,Sourcing,1337,4,0.30%
2026-03-22,12,Jamshedpur,Pod,530,7,1.32%
2026-03-22,12,Udaipur,Sourcing,751,2,0.27%
2026-03-22,12,Thiruvananthapuram,Pod,5687,25,0.44%
2026-03-22,12,Kolkata,Pod,11029,38,0.34%
2026-03-22,12,Nizamabad,Pod,139,1,0.72%
2026-03-22,12,Ranchi,Sourcing,952,1,0.11%
2026-03-22,12,Hubli,Pod,416,3,0.72%
2026-03-22,12,Delhi,WH,19241,15,0.08%
2026-03-22,12,Thoothukudi,Pod,574,7,1.22%
2026-03-22,12,Kolkata,CX,11029,5,0.05%
2026-03-22,12,Kurnool,WH,830,1,0.12%
2026-03-22,12,Karaikkudi,Pod,279,2,0.72%
2026-03-22,12,Udaipur,WH,751,2,0.27%
2026-03-22,12,Chandigarh,CX,5849,17,0.29%
2026-03-22,12,Lonavla,Pod,119,4,3.36%
2026-03-22,12,Gwalior,Pod,505,2,0.40%
2026-03-22,12,Tirupati,Sourcing,1370,4,0.29%
2026-03-22,12,Indore,WH,2176,2,0.09%
2026-03-22,12,Mumbai,Sourcing,35360,88,0.25%
2026-03-22,12,Delhi,CX,19241,62,0.32%
2026-03-22,12,Madurai,Pod,1352,5,0.37%
2026-03-22,12,Aligarh,Pod,195,1,0.51%
2026-03-22,12,Kanchipuram,Pod,321,2,0.62%
2026-03-22,12,Karnal,Pod,162,1,0.62%
2026-03-22,12,Surat,Pod,1678,16,0.95%
2026-03-22,12,Rudrapur,Pod,133,2,1.50%
2026-03-22,12,Coimbatore,WH,4111,4,0.10%
2026-03-22,12,Mumbai,Pod,35360,189,0.53%
2026-03-22,12,Mysore,Sourcing,2856,11,0.39%
2026-03-22,12,Kolkata,Sourcing,11029,24,0.22%
2026-03-22,12,Gwalior,CX,505,1,0.20%
2026-03-22,12,Mathura,Pod,187,3,1.60%
2026-03-22,12,Vijayawada,Sourcing,2410,2,0.08%
2026-03-22,12,Ahmednagar,CX,77,1,1.30%
2026-03-22,12,Jamshedpur,WH,530,1,0.19%
2026-03-22,12,Kochi,WH,10644,1,0.01%
2026-03-22,12,Salem,Pod,946,2,0.21%
2026-03-22,12,Chennai,CX,27714,41,0.15%
2026-03-22,12,Karimnagar,Pod,456,4,0.88%
2026-03-22,12,Kakinada,Pod,473,2,0.42%
2026-03-22,12,Faridabad,Sourcing,1927,10,0.52%
2026-03-22,12,Noida,CX,2854,9,0.32%
2026-03-22,12,Tirupati,Pod,1370,15,1.09%
2026-03-22,12,Alappuzha,Sourcing,425,1,0.24%
2026-03-22,12,Ujjain,CX,322,1,0.31%
2026-03-22,12,Udaipur,CX,751,3,0.40%
2026-03-22,12,Raipur,CX,647,1,0.15%
2026-03-22,12,Bhubaneswar,Sourcing,3980,6,0.15%
2026-03-22,12,Rudrapur,Sourcing,133,1,0.75%
2026-03-22,12,Jodhpur,Sourcing,274,1,0.37%
2026-03-22,12,Ongole,Pod,88,1,1.14%
2026-03-22,12,Manipal,Sourcing,938,1,0.11%
2026-03-22,12,Kozhikode,Sourcing,1767,1,0.06%
2026-03-22,12,Nashik,Sourcing,538,1,0.19%
2026-03-22,12,Trichy,Sourcing,1093,1,0.09%
2026-03-22,12,Bhopal,CX,1329,2,0.15%
2026-03-22,12,Thrissur,Sourcing,2660,6,0.23%
2026-03-22,12,Vizag,WH,3067,3,0.10%
2026-03-23,13,Ahmednagar,Pod,72,1,1.39%
2026-03-23,13,Dehradun,CX,1289,2,0.16%
2026-03-23,13,Rajkot,Sourcing,531,2,0.38%
2026-03-23,13,Mathura,Sourcing,132,1,0.76%
2026-03-23,13,Vellore,Pod,683,5,0.73%
2026-03-23,13,Kochi,Pod,10642,36,0.34%
2026-03-23,13,Rajkot,Pod,531,2,0.38%
2026-03-23,13,Meerut,CX,576,2,0.35%
2026-03-23,13,Vijayawada,WH,2279,5,0.22%
2026-03-23,13,Anand,Pod,86,1,1.16%
2026-03-23,13,Sri Ganganagar,Pod,226,1,0.44%
2026-03-23,13,Kannur,CX,241,1,0.41%
2026-03-23,13,Bhubaneswar,WH,3665,1,0.03%
2026-03-23,13,Kakinada,Pod,426,4,0.94%
2026-03-23,13,Jaipur,CX,3099,6,0.19%
